acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
5.82,7..82,5.96,7.83,-0.11,9.91,-0.01,-0.63,-38.74,-37.99,2.97
5.86,7.82,5.95,7.87,-0.15,9.79,0.01,-0.63,-38.74,-38.07,2.77
5.82,7.882,5.96,7.83,-0.11,9.91,-0.01,-0.63,-38.74,-37.99,2.97
5.86,7.82,5.95,7.87,-0.15,9.79,0.01,-0.63,-38.74,-38.07,2.77
-9.40,6.72,-6.83,6.91,-0.15,9.39,-0.01,1.25,42.12,39.20,-8.49
-4.88,7.46,-6.57,7.33,-0.07,9.87,0.00,1.25,42.12,44.26,-7.66
-4.99,7.46,-6.28,7.41,-0.08,9.91,-0.01,-3.13,42.12,41.96,17.15
-5.52,7.41,-6.43,7.37,-0.12,9.83,-0.02,-2.51,42.12,41.92,13.67
-5.90,7.44,-6.59,7.33,-0.15,9.87,0.01,1.88,42.12,42.35,-11.63
-6.24,7.32,-6.55,7.37,-0.12,9.91,-0.01,0.63,42.12,41.38,-4.29
-6.24,7.39,-6.51,7.33,-0.15,9.91,0.01,0.00,41.86,41.27,-0.89
-6.43,7.35,-6.67,7.32,-0.11,9.87,0.00,-0.63,42.12,42.07,2.97
-11.60,7.05,-8.09,7.15,-0.08,9.87,-0.01,-1.25,41.34,42.91,6.80
-9.49,7.06,-7.16,7.38,-0.19,9.87,-0.00,0.00,38.48,38.91,-1.09
-10.38,6.51,-6.71,7.55,-0.15,9.95,0.01,3.13,32.50,33.09,-18.28
-5.89,6.84,-4.78,8.22,-0.16,9.87,0.00,1.25,24.70,25.68,-8.12
-4.79,6.57,-3.43,8.53,-0.11,9.91,-0.01,-0.63,16.12,16.84,2.97
-0.92,7.22,-1.08,8.99,-0.15,9.79,-0.01,-1.88,7.02,5.83,10.02
-0.15,7.49,-0.21,9.11,-0.15,9.91,0.01,-0.00,-1.30,0.49,-0.89
-0.31,7.15,0.94,8.97,-0.15,9.87,-0.01,0.63,-9.88,-9.21,-4.52
16.51,8.89,8.82,10.15,-0.19,9.99,-0.01,-1.25,-17.42,-30.41,6.06
2.87,8.76,2.45,8.95,-0.11,9.91,0.01,-0.63,-20.80,-14.95,2.97
5.89,8.94,4.24,9.06,-0.15,9.87,0.00,0.00,-24.44,-22.59,-0.88
4.63,8.65,4.58,8.85,-0.15,9.91,0.00,0.00,-27.30,-27.95,-0.87
4.47,8.42,4.45,8.62,-0.15,9.91,-0.01,-0.63,-29.90,-27.90,2.76
5.62,8.41,5.34,8.66,-0.10,9.91,0.01,0.63,-31.98,-31.47,-4.21
5.55,8.26,5.49,8.26,-0.16,9.91,-0.01,-0.63,-33.80,-34.37,2.72
4.44,8.01,5.34,8.07,-0.23,9.95,0.00,0.63,-35.88,-36.38,-4.91
7.04,7.84,5.24,7.85,-0.16,9.91,0.01,-0.63,-37.96,-31.09,2.72
12.32,8.15,7.39,8.27,-0.04,10.03,-0.01,0.00,-38.74,-33.99,-0.22
3.36,7.69,5.46,7.62,-0.08,9.95,-0.00,-1.25,-39.00,-39.86,6.75
5.83,7.85,6.10,7.88,-0.19,9.83,0.01,1.25,-38.74,-39.25,-8.35
6.90,7.76,6.46,7.67,0.26,9.87,-0.01,-1.88,-39.00,-38.04,12.21
18.95,8.75,10.14,7.71,0.78,9.88,-0.14,-5.01,-38.48,-38.65,30.39
9.86,7.31,6.61,7.45,1.15,9.88,0.14,-5.01,-35.62,-29.12,31.98
6.23,7.38,6.13,7.84,0.56,9.71,-0.84,-8.78,-31.72,-33.96,43.86
7.23,7.51,5.07,8.09,0.66,9.68,-1.18,-6.27,-28.60,-23.32,35.60
1.74,8.32,3.21,8.35,0.27,10.11,-1.45,-6.27,-24.44,-22.67,32.88
3.22,8.69,3.54,9.00,0.41,9.95,-1.09,-3.13,-21.32,-19.52,19.58
-0.63,8.83,2.14,8.98,-1.42,9.90,-1.86,-4.39,-18.20,-27.50,16.72
1.71,9.18,2.07,9.10,-0.37,9.51,-1.84,2.51,-17.68,-15.89,-16.84
0.42,9.71,1.15,9.68,-1.60,9.90,-1.11,6.90,-16.64,-17.53,-40.63
1.92,10.19,0.42,10.06,-2.74,9.78,-1.23,10.66,-16.12,-14.85,-53.87
1.44,10.15,-0.04,10.19,-3.12,9.93,-0.28,20.69,-14.30,-14.11,-67.35
-0.28,10.55,-0.35,9.81,-2.19,9.90,0.53,11.91,-11.70,-10.24,-54.93
1.36,9.69,0.18,10.05,-2.33,9.54,1.35,11.91,-8.32,-12.24,-56.18
0.05,9.78,-0.92,10.27,-2.38,9.61,1.26,8.15,-4.42,-6.97,-47.63
0.49,9.67,-0.05,9.71,-1.19,9.49,2.05,2.51,-0.52,-5.69,-21.27
-0.73,9.23,-0.35,9.47,0.78,9.97,1.61,0.00,4.42,5.73,4.48
-1.32,9.60,-0.45,9.32,0.30,9.76,2.07,-1.88,7.80,2.51,12.58
-0.76,9.68,-0.36,10.61,1.26,9.72,1.91,-5.64,10.92,8.46,35.37
-2.76,9.67,-1.17,9.66,1.38,9.68,1.48,48.27,13.78,11.61,-78.33
-3.11,9.96,-0.80,10.12,2.54,9.97,0.96,-10.66,15.34,13.99,52.93
-4.24,9.94,-1.78,9.86,1.66,10.00,0.16,-15.67,15.34,14.46,60.01
-2.96,9.75,-1.03,9.93,2.05,9.92,-0.46,-14.42,13.00,13.45,58.92
-1.92,9.28,-0.65,9.79,1.89,9.80,-1.27,-17.55,9.88,11.94,63.24
-1.28,8.89,0.48,9.35,1.12,9.40,-1.42,-8.78,5.72,-0.01,46.47
-0.70,9.05,0.46,9.88,2.13,10.05,-2.24,-63.94,1.04,6.99,81.35
-0.34,8.57,-0.37,9.37,-0.84,9.71,-1.93,57.04,-4.42,-2.68,-80.48
1.17,8.87,1.80,8.78,-0.08,11.14,-2.60,-60.80,-9.88,-13.48,79.60
2.45,9.90,2.24,10.13,-1.62,10.14,-1.94,62.06,-15.08,-21.05,-80.95
4.59,9.88,3.04,10.17,-2.30,11.10,-2.29,-3.76,-20.28,-25.16,7.49
4.44,8.68,3.38,8.88,-1.87,9.66,-1.62,65.82,-24.18,-29.41,-81.88
4.81,10.11,2.51,10.34,-2.35,10.02,-1.79,-47.64,-26.52,-22.23,77.53
6.47,10.63,3.10,10.46,-3.16,10.09,-0.85,20.69,-27.56,-27.45,-67.05
4.67,10.21,2.18,10.13,-3.05,10.01,0.10,20.06,-26.78,-24.00,-66.57
4.02,10.24,2.38,9.92,-2.57,9.74,1.04,13.79,-23.92,-25.08,-59.25
3.30,8.58,2.24,9.80,0.01,10.36,1.72,9.40,-20.02,-10.11,-42.19
2.42,8.22,3.28,9.22,1.25,10.08,2.00,59.55,-15.60,-13.49,-80.19
