acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
5.60,7.25,5.42,7.15,0.70,9.44,1.08,-57.67,-38.22,-32.77,80.82
7.07,7.85,6.89,7.80,-1.18,9.95,1.04,-1.25,-38.22,-47.99,0.41
6.38,7.46,6.26,7.84,0.21,9.71,1.36,-1.88,-37.96,-36.67,12.15
6.19,7.90,6.42,7.81,1.16,10.47,1.28,-2.51,-38.22,-33.61,19.29
6.59,7.65,6.20,7.55,1.74,10.09,0.56,-5.01,-37.96,-29.06,33.81
6.41,7.71,6.62,8.09,-0.04,9.43,1.00,-0.63,-38.22,-39.44,3.55
5.83,7.52,6.02,7.84,1.51,9.36,0.84,-2.51,-37.96,-28.26,23.23
5.67,7.48,5.79,7.86,2.39,9.97,0.73,-3.13,-38.22,-22.62,28.98
6.27,7.86,5.96,7.72,0.24,9.71,0.63,-1.25,-38.48,-35.89,8.75
6.51,7.79,6.39,7.59,0.16,9.91,0.51,-1.88,-37.96,-39.24,11.64
6.28,7.64,6.42,7.81,0.12,9.91,0.39,-2.51,-38.48,-38.69,14.87
6.17,7.86,5.96,7.68,0.08,9.99,-0.24,-2.51,-37.96,-37.21,14.51
6.09,7.63,6.26,7.59,0.46,9.88,0.16,-2.51,-38.22,-37.21,16.73
6.62,7.61,6.32,7.70,0.20,9.83,0.07,-1.88,-37.96,-37.64,11.92
6.89,7.35,6.79,7.42,0.73,9.96,-0.10,-3.13,-38.22,-38.02,21.22
6.78,6.83,7.19,6.88,1.62,9.96,-0.38,-8.15,-37.96,-37.51,44.45
6.93,6.76,7.25,6.92,1.69,9.92,-0.34,-14.42,-38.22,-36.88,58.37
7.42,6.85,7.24,6.44,1.87,9.64,-1.65,-14.42,-38.22,-37.82,59.36
6.49,7.09,6.73,6.94,0.85,10.28,-2.18,-15.67,-38.22,-40.02,58.12
6.51,6.97,6.03,7.36,1.24,9.56,-1.97,-2.51,-37.96,-30.55,21.41
5.48,7.92,6.48,7.92,1.23,10.08,-2.67,-4.39,-37.96,-33.89,29.13
2.96,7.64,4.55,7.37,-0.40,9.27,-1.99,6.90,-38.22,-37.74,-38.19
5.61,8.48,6.10,8.03,-0.38,10.23,-2.43,1.88,-38.22,-40.72,-12.44
4.60,8.61,5.26,8.22,-0.60,9.59,-1.55,3.76,-38.22,-37.92,-24.48
5.23,8.21,5.20,8.03,-0.38,9.95,-1.99,2.51,-37.96,-35.30,-16.16
5.51,7.92,5.46,7.70,-0.62,9.51,-1.30,0.00,-38.48,-39.24,-3.76
4.91,8.32,5.28,8.33,-0.41,10.07,-1.81,-1.25,-37.96,-35.34,4.81
4.98,8.43,5.70,7.97,-0.54,9.91,-1.64,5.64,-37.96,-40.57,-31.97
6.73,8.25,5.90,8.57,-1.32,9.99,-0.89,3.13,-37.96,-40.27,-24.03
4.91,8.06,5.45,7.96,-0.42,9.87,-1.43,3.76,-38.22,-37.88,-22.94
4.94,8.21,5.45,7.89,-0.81,9.47,-1.18,2.51,-37.96,-40.83,-19.32
5.47,8.18,5.48,8.30,-0.46,9.99,-1.10,2.51,-37.96,-35.95,-16.53
5.35,7.73,5.63,8.08,-2.02,9.35,-0.40,1.88,-37.96,-47.14,-22.64
5.77,8.30,5.29,8.25,-0.57,10.15,-0.81,3.76,-37.96,-35.06,-23.13
5.40,8.10,5.66,8.19,-0.65,9.87,-0.64,2.51,-37.96,-38.78,-17.74
5.09,7.91,5.81,8.05,-0.61,9.87,-0.48,2.51,-38.22,-40.39,-17.55
5.32,8.14,5.54,8.15,-0.69,9.91,-0.33,1.88,-37.96,-38.56,-14.56
5.36,8.07,5.50,8.08,-0.54,9.91,-0.23,1.25,-37.96,-37.57,-10.25
5.40,8.03,5.54,8.11,-0.54,9.91,-0.08,1.88,-37.96,-37.56,-13.71
6.20,7.82,6.04,7.84,-0.04,9.95,0.01,1.25,-38.22,-37.56,-7.38
9.60,8.09,5.95,7.91,-0.08,9.95,0.00,1.25,-37.96,-30.83,-7.61
7.33,7.96,6.06,8.06,-0.11,9.91,0.01,0.00,-36.40,-35.20,-0.64
