acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
3.00,0.02,9.81,-0.25,0.61,-0.19,9.91,0.00,-0.63,-0.52,171.78
3.00,-0.17,9.92,-0.25,0.61,-0.42,9.75,0.00,0.00,-0.52,171.91
2.98,0.09,9.89,-0.25,0.61,-0.34,9.95,0.03,1.25,-0.26,170.53
3.04,-0.36,9.84,-0.25,0.61,-0.23,9.87,0.01,2.51,-0.26,174.45
3.04,-0.33,9.80,-0.25,0.61,-0.21,9.83,0.00,0.63,0.26,174.26
3.04,-0.28,9.77,-0.25,0.61,-0.21,9.87,-0.01,1.88,0.52,173.95
3.03,-0.36,9.73,-0.25,0.61,-0.36,9.91,-0.02,-0.63,0.78,173.62
-2.97,-2.11,9.84,-0.25,0.61,0.13,9.79,-0.01,0.00,1.04,-170.40
3.13,-0.22,9.88,-0.25,0.61,0.80,10.04,-0.04,-1.25,1.04,179.29
2.97,-0.18,9.88,-0.25,0.61,-0.72,9.79,-0.03,-0.63,1.04,170.21
2.97,-0.23,9.73,-0.25,0.61,-0.75,9.98,-0.01,-0.63,1.30,170.44
3.02,-0.18,9.92,-0.25,0.61,-0.24,9.64,0.00,0.63,1.30,173.06
3.00,-0.32,9.95,-0.25,0.61,-0.59,9.75,0.01,2.51,1.82,172.09
3.11,-0.32,10.36,-0.25,0.61,0.38,9.84,-0.07,-6.27,2.08,177.98
3.06,-0.70,10.50,-0.25,0.61,-0.49,9.34,-0.45,-8.15,1.82,175.44
-3.07,-0.48,10.21,-0.25,0.61,1.31,10.16,-0.56,2.51,1.56,-175.81
3.02,0.10,9.63,-0.25,0.61,0.15,10.07,-0.56,3.13,1.30,173.02
2.47,-0.06,9.55,-0.25,0.61,-4.52,7.38,-0.34,8.15,1.56,141.77
2.85,0.01,9.74,-0.25,0.61,-1.56,9.46,-0.09,1.88,2.86,163.54
-3.11,-0.73,9.49,-0.25,0.61,0.69,11.88,-0.20,-2.51,4.42,-178.18
-2.89,-0.89,10.57,-0.25,0.61,2.16,8.25,-0.84,-18.81,4.42,-165.55
-2.72,-0.54,8.38,-0.25,0.61,4.34,8.24,-1.18,-20.06,3.38,-155.82
-2.52,-0.32,8.72,-0.25,0.61,10.44,12.16,-2.25,-6.90,0.52,-144.66
2.48,0.50,10.68,-0.25,0.61,-5.36,10.04,-1.07,75.85,1.04,142.32
2.58,-0.02,10.78,-0.25,0.61,-5.09,10.27,-1.03,2.51,2.34,147.61
3.03,-0.14,11.26,-0.25,0.61,-0.22,10.23,-0.92,-5.64,4.42,173.83
2.71,-0.51,9.27,-0.25,0.61,-3.45,8.91,-1.42,-15.67,5.20,155.45
2.91,0.21,9.22,-0.25,0.61,-0.82,12.40,-1.76,-17.55,5.20,166.95
-2.85,0.17,9.33,-0.25,0.61,4.07,8.63,-3.14,-18.18,3.90,-163.54
3.00,0.67,10.72,-0.25,0.61,0.68,14.72,-2.61,9.40,2.34,172.01
-3.01,0.46,10.38,-0.25,0.61,2.74,8.73,-2.23,10.03,2.86,-172.20
-3.13,0.60,10.54,-0.25,0.61,2.42,12.21,-2.33,8.78,2.08,-179.17
3.13,0.16,10.00,-0.25,0.61,1.43,11.65,-1.49,5.64,1.30,179.07
-2.84,-2.90,10.30,-0.25,0.61,0.59,10.33,-1.67,5.64,1.04,-162.99
2.92,-1.17,8.48,-0.25,0.61,-2.68,9.90,-1.22,5.64,0.52,167.09
-3.03,-1.47,10.15,-0.25,0.61,0.45,9.72,-0.25,8.15,0.52,-173.40
2.87,-1.04,9.94,-0.25,0.61,-2.83,9.77,-0.33,10.66,0.52,164.71
-3.06,-0.97,9.75,-0.25,0.61,0.73,9.76,0.03,1.88,0.78,-175.40
2.99,-0.22,10.03,-0.25,0.61,-0.62,9.71,-0.01,-0.63,0.52,171.14
3.05,-0.29,9.99,-0.25,0.61,-0.10,9.79,-0.01,-0.63,0.00,174.78
3.05,-0.32,9.80,-0.25,0.61,-0.15,9.91,0.00,-0.63,-0.26,174.56
3.06,-0.25,9.62,-0.25,0.61,0.07,9.91,0.02,1.25,-0.26,175.19
3.04,-0.29,9.69,-0.25,0.61,-0.11,9.75,0.01,0.63,-0.52,174.46
3.02,-0.25,9.58,-0.25,0.61,-0.29,9.67,0.01,0.00,-1.04,173.02
2.93,-0.25,9.95,-0.25,0.61,-1.19,9.75,0.06,1.25,-1.56,168.07
-3.12,-0.14,9.66,-0.25,0.61,1.49,11.72,0.16,3.13,-2.34,-178.82
2.83,-0.40,9.99,-0.25,0.61,-2.46,9.86,0.44,1.25,-2.34,162.14
2.48,0.03,9.77,-0.25,0.61,-6.18,10.43,0.87,62.69,-1.82,142.20
2.90,-0.10,10.11,-0.25,0.61,-1.30,9.65,0.93,-3.13,-1.04,166.34
-2.87,-0.80,9.01,-0.25,0.61,2.86,9.61,0.85,-5.64,-1.04,-164.46
-3.10,-0.17,10.18,-0.25,0.61,1.43,10.44,0.66,-4.39,-1.82,-177.59
3.06,-0.25,10.18,-0.25,0.61,0.05,9.88,0.70,1.25,-2.86,175.49
3.00,-0.53,10.81,-0.25,0.61,-0.95,9.50,0.41,10.03,-3.12,171.66
-3.09,-0.50,8.04,-0.25,0.61,1.32,10.76,1.25,-2.51,-3.90,-177.23
-3.13,-0.13,10.44,-0.25,0.61,1.22,11.04,1.60,6.27,-2.34,-179.19
-2.86,0.25,9.29,-0.25,0.61,5.60,11.62,1.25,0.00,-2.08,-163.70
-2.75,-0.69,10.43,-0.25,0.61,4.19,9.33,1.59,-2.51,-2.34,-157.40
2.72,-0.54,9.98,-0.25,0.61,-4.12,10.43,0.91,3.13,-3.64,155.61
2.12,0.11,10.94,-0.25,0.61,-10.81,8.49,1.72,11.28,-4.68,121.38
2.82,0.19,10.79,-0.25,0.61,-2.51,12.82,2.16,9.40,-4.68,161.52
2.64,-0.23,13.84,-0.25,0.61,-7.46,15.91,2.71,63.31,-4.42,151.48
-2.49,-0.09,12.16,-0.25,0.61,5.39,5.98,2.47,2.51,-3.64,-142.83
3.12,-0.51,12.64,-0.25,0.61,0.16,10.17,2.51,6.90,-3.38,178.64
1.55,1.41,7.38,-0.25,0.61,-15.52,6.62,2.98,9.40,-5.20,88.73
-2.94,-0.18,7.71,-0.25,0.61,3.57,10.26,2.48,8.15,-3.64,-168.55
-2.62,2.04,9.75,-0.25,0.61,16.71,13.29,2.60,-1.88,-2.60,-150.00
2.66,1.22,10.10,-0.25,0.61,-1.93,9.07,2.29,-70.21,-1.56,152.69
-3.10,-0.11,10.89,-0.25,0.61,1.32,9.72,2.19,-21.31,-1.04,-177.61
2.82,0.98,9.54,-0.25,0.61,-0.58,8.55,1.62,-8.78,-2.60,161.46
2.85,0.63,9.79,-0.25,0.61,-1.03,11.91,0.78,5.64,-3.64,163.43
2.30,1.04,8.05,-0.25,0.61,-6.26,11.14,1.56,6.90,-3.90,131.94
-3.05,1.14,9.09,-0.25,0.61,3.30,8.07,1.40,-53.28,-2.86,-174.53
-2.68,0.84,7.89,-0.25,0.61,10.05,10.45,2.17,-6.90,-1.56,-153.47
2.99,-0.38,7.94,-0.25,0.61,-0.58,10.79,1.33,-65.19,0.00,171.53
-2.82,0.53,9.63,-0.25,0.61,5.59,9.95,1.20,-21.94,0.26,-161.77
-3.14,0.53,9.71,-0.25,0.61,1.79,9.20,0.44,-15.04,-0.52,-179.95
2.83,0.92,10.09,-0.25,0.61,-0.77,9.59,0.00,0.00,-1.30,162.19
3.06,0.44,10.08,-0.25,0.61,0.87,9.96,0.01,0.63,-1.82,175.13
2.73,0.52,9.78,-0.25,0.61,-2.39,10.42,0.08,2.51,-1.82,156.27
2.92,0.37,10.27,-0.25,0.61,-0.52,8.71,0.15,1.88,-1.30,167.49
2.86,0.02,9.70,-0.25,0.61,-1.45,9.13,0.21,-4.39,-0.52,163.80
3.06,-0.31,9.36,-0.25,0.61,0.07,9.39,0.04,-1.25,-0.26,175.55
3.04,-0.33,9.54,-0.25,0.61,-0.22,9.51,0.01,-0.63,-0.26,173.97
2.89,1.01,10.02,-0.25,0.61,-0.03,9.95,-0.02,-1.25,0.26,165.86
3.04,-0.28,9.84,-0.25,0.61,-0.19,9.87,0.00,-1.25,0.78,174.10
3.02,-0.32,9.54,-0.25,0.61,-0.35,9.79,-0.01,-0.63,1.56,173.24
-3.04,-0.63,9.87,-0.25,0.61,1.47,10.40,-0.08,-1.88,2.34,-174.19
-2.78,-1.28,9.93,-0.25,0.61,3.81,11.86,-0.37,-6.90,1.82,-159.54
2.78,0.02,9.74,-0.25,0.61,-2.64,11.13,-0.47,-1.25,2.86,159.52
-2.95,-0.51,10.69,-0.25,0.61,2.37,9.68,-0.68,-6.27,2.86,-169.05
3.12,-0.15,10.63,-0.25,0.61,0.68,10.36,-0.51,48.89,2.08,178.48
2.84,-0.84,9.42,-0.25,0.61,-2.73,9.16,-1.25,0.63,1.04,162.73
