acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
-5.26,7.56,-5.50,7.48,0.70,9.52,0.16,-4.39,41.60,41.12,28.13
-6.10,7.69,-6.12,7.90,0.42,9.87,-0.01,-1.88,41.60,39.99,13.12
-5.38,7.90,-5.79,7.95,0.92,9.96,-0.23,-6.27,41.60,41.97,35.83
-5.30,8.38,-5.44,8.45,1.39,9.88,-0.61,-10.03,41.60,40.98,49.13
-4.73,8.70,-5.46,8.34,1.43,9.80,-1.22,-13.16,41.60,43.24,56.12
-5.40,7.97,-5.89,7.69,0.61,10.55,-1.84,-12.54,41.60,41.98,51.23
-4.62,8.29,-5.46,8.26,0.80,9.72,-1.65,-6.27,41.60,39.70,36.04
-3.43,8.69,-5.95,8.42,2.01,10.05,-2.51,-9.40,41.60,50.93,48.65
-3.33,6.75,-5.99,7.06,0.45,10.44,-2.18,-0.63,41.60,46.67,5.89
-4.17,6.35,-5.10,6.52,-0.57,8.15,-2.83,-0.63,41.60,35.57,0.38
-4.32,7.36,-6.77,7.54,1.33,10.52,-1.94,11.91,41.60,52.46,-45.18
-5.12,6.26,-7.58,6.67,-0.77,10.43,-2.36,3.76,41.60,47.05,-23.47
-9.22,6.62,-6.78,6.36,0.15,8.70,-1.71,1.25,41.60,44.15,-7.23
-6.14,6.76,-7.20,6.78,-0.83,9.58,-2.05,8.78,41.60,43.21,-45.08
-6.16,6.91,-6.42,7.03,-0.81,9.51,-1.24,62.69,41.60,37.78,-81.48
-4.52,7.54,-6.98,7.54,-0.45,9.83,-1.74,-60.18,41.86,43.64,80.65
-5.24,7.08,-7.07,6.93,1.42,9.41,-1.49,6.90,41.60,57.02,-30.20
-4.93,7.12,-6.70,6.96,-0.63,9.91,-0.89,60.80,41.60,43.26,-80.84
-4.85,7.16,-6.36,7.04,-0.42,9.87,-1.31,-55.79,41.60,42.26,79.89
-5.37,7.11,-6.51,6.99,-0.48,9.87,-1.19,5.64,41.60,42.13,-31.81
-5.59,7.03,-6.63,7.14,-0.65,9.91,-1.03,2.51,41.60,40.56,-17.69
-6.24,7.09,-7.06,7.16,-0.54,9.91,-0.90,0.63,41.60,42.62,-6.69
-6.88,7.12,-6.95,7.13,-0.50,9.87,-0.24,3.13,41.60,41.50,-20.20
-6.65,6.86,-7.34,6.79,-1.00,9.91,-0.70,3.76,41.60,42.59,-25.66
-7.34,6.77,-7.24,6.85,-0.77,9.91,-0.51,1.88,41.60,41.85,-14.97
-7.95,6.23,-7.88,6.20,-1.88,9.90,-0.24,5.64,41.60,40.98,-37.24
-8.33,6.15,-7.90,6.23,-1.92,9.94,0.16,8.15,41.86,40.07,-45.37
-8.14,6.34,-7.82,6.45,-1.44,10.06,0.65,8.15,41.60,41.74,-43.60
-8.70,6.29,-7.74,6.39,-1.53,10.02,1.13,6.90,41.60,40.26,-40.06
-7.68,6.84,-6.96,6.23,-0.90,10.03,1.63,63.31,41.60,42.98,-81.12
-4.94,8.09,-6.20,7.61,0.37,9.95,1.67,-2.51,41.60,44.07,16.15
-5.22,7.68,-6.25,7.83,0.00,10.23,1.11,3.13,41.60,40.06,-17.03
-6.36,7.40,-6.18,7.79,0.52,10.23,1.54,-6.90,41.60,40.46,35.94
-5.72,7.67,-6.38,7.30,0.33,9.92,1.38,-2.51,41.60,44.66,15.94
-7.70,7.29,-6.71,8.39,2.89,9.38,1.29,-1.88,41.60,52.88,26.93
-6.73,7.31,-6.65,7.40,-0.28,9.67,0.61,-3.76,41.60,40.02,19.81
-6.99,7.41,-6.29,7.53,-0.01,9.99,1.09,-3.13,41.60,38.47,17.37
-6.43,7.95,-5.89,7.42,0.83,9.96,1.05,1.88,41.60,42.98,-6.04
-7.12,7.45,-6.48,7.40,0.36,10.08,0.95,1.88,41.60,42.26,-8.58
-6.36,7.58,-6.28,7.64,0.27,9.83,0.27,-1.25,41.60,40.78,8.81
-6.10,7.62,-6.14,7.53,0.23,9.87,0.75,-2.51,41.60,40.70,15.51
-16.11,6.94,-7.99,7.16,-0.04,9.87,0.61,-1.25,40.82,34.23,6.99
-10.39,6.92,-7.28,7.53,0.31,10.04,0.51,-0.63,37.44,40.09,5.32
-8.98,6.84,-6.23,7.67,-0.07,9.99,0.45,-3.13,31.46,32.78,17.04
-4.95,7.09,-4.47,8.26,0.15,9.91,0.39,-1.25,24.18,27.17,8.09
-2.48,7.63,-2.67,8.90,0.08,10.03,0.34,-1.88,16.64,16.75,11.06
-0.51,8.12,-1.24,9.29,0.20,9.91,0.24,-0.63,9.62,9.95,4.74
-0.13,8.39,-0.41,9.51,0.20,9.63,0.18,-1.88,2.60,4.16,12.21
0.42,8.29,0.31,9.35,0.19,9.95,0.06,-0.63,-3.38,-0.50,4.70
2.65,8.86,1.57,9.59,-0.23,9.83,-0.02,-1.88,-8.84,-8.07,9.53
1.92,8.66,2.04,9.38,-0.15,9.91,-0.02,-2.51,-14.04,-13.04,13.36
3.81,8.74,3.16,9.21,-0.15,9.91,0.01,1.88,-18.98,-18.15,-11.60
3.79,8.40,3.81,8.90,-0.11,9.95,-0.01,0.63,-23.92,-23.42,-4.25
5.36,8.29,4.62,8.71,-0.15,9.91,0.02,1.25,-28.60,-26.99,-8.07
8.47,8.44,5.95,8.54,-0.15,9.91,-0.01,-1.25,-31.98,-31.20,6.35
5.59,8.26,5.37,8.29,-0.12,9.83,-0.01,-0.63,-34.32,-33.17,2.97
5.78,8.00,5.60,8.04,-0.11,9.95,0.00,0.63,-36.40,-35.15,-4.25
6.33,7.94,5.94,8.06,-0.15,9.91,0.01,-0.63,-37.70,-36.42,2.76
10.10,8.03,7.05,8.02,-0.11,9.87,0.01,0.00,-37.96,-37.06,-0.66
3.58,7.76,5.32,7.88,-0.11,9.87,-0.01,0.63,-37.96,-37.62,-4.29
7.62,7.97,6.42,8.00,-0.11,9.87,-0.00,0.63,-38.22,-37.36,-4.28
6.84,7.99,6.16,7.99,-0.12,9.87,-0.01,-1.25,-37.44,-37.14,6.57
6.89,8.06,5.94,8.13,-0.15,9.87,0.01,0.63,-35.36,-35.34,-4.52
7.46,8.19,5.84,8.31,-0.12,9.91,0.00,0.63,-33.54,-32.75,-4.29
