acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
-6.58,7.35,-6.66,7.32,-0.15,9.87,0.00,0.63,41.60,41.56,-4.52
-7.07,6.29,-7.09,6.38,-1.18,9.43,-0.33,5.01,41.60,40.77,-33.34
-7.72,6.61,-7.35,6.74,-1.11,9.87,-0.05,6.27,41.60,40.28,-36.81
-6.99,6.59,-7.45,6.48,-1.34,9.82,0.25,5.01,41.60,42.03,-32.90
-7.56,6.24,-8.09,6.38,-1.82,9.82,0.58,6.90,41.60,41.69,-41.58
-7.72,6.13,-8.10,6.38,-1.84,9.78,1.09,7.52,41.86,41.16,-43.76
-7.23,7.15,-6.93,6.60,-3.05,10.02,0.97,9.40,41.60,29.89,-51.17
-5.35,7.00,-6.56,6.80,-1.48,9.90,1.85,6.90,41.60,37.67,-40.22
-4.16,7.02,-6.79,6.81,-1.21,9.47,1.39,-57.67,41.60,41.80,80.48
-5.29,7.19,-6.53,7.37,-0.18,10.12,2.21,57.04,41.60,42.19,-79.97
-4.50,6.61,-6.27,7.75,-1.50,9.38,1.62,-60.18,41.86,31.20,80.92
-4.69,7.43,-6.32,7.75,-0.35,9.63,2.03,-5.64,41.60,39.28,28.78
-4.40,8.10,-8.39,7.56,-1.76,8.33,1.93,-5.01,41.60,41.35,21.33
-5.50,8.30,-6.35,8.25,0.83,9.80,1.32,0.00,41.86,43.85,4.85
-6.28,7.39,-6.19,7.49,0.29,9.71,1.77,2.51,41.60,40.97,-12.83
-5.75,7.40,-6.24,7.34,0.25,9.99,1.03,-65.19,41.60,42.65,81.32
-5.67,7.55,-6.24,7.56,0.35,9.39,1.51,59.55,41.60,42.56,-80.98
-6.97,7.86,-6.44,7.78,-0.04,9.99,1.32,-3.76,41.60,38.63,20.44
-5.97,7.58,-6.40,7.75,0.43,10.07,1.24,-0.63,41.86,42.50,6.00
-5.81,7.47,-6.33,7.75,0.15,9.91,0.56,-3.13,41.86,40.60,18.35
-6.05,7.51,-6.23,7.72,0.03,9.71,0.99,-5.01,41.86,39.09,27.44
-6.02,7.81,-6.20,7.16,0.50,9.47,0.88,0.00,41.86,45.19,3.01
-6.35,7.39,-6.38,7.70,0.21,9.87,0.72,-3.13,41.86,40.49,18.71
-6.62,7.57,-6.70,7.36,0.40,10.15,0.63,-1.25,41.60,44.94,9.24
-6.40,7.61,-6.36,7.34,0.16,9.91,0.50,-1.25,41.60,42.19,8.10
-5.94,7.40,-6.63,7.07,-0.52,9.74,0.39,-1.25,41.60,41.75,4.32
-5.86,7.44,-6.54,7.51,0.28,9.95,-0.30,-1.88,41.86,43.59,12.22
-6.06,7.62,-5.98,7.54,0.20,9.79,0.14,-5.64,41.60,39.57,30.80
-6.48,7.53,-6.57,7.60,-0.04,9.95,0.04,-1.25,41.60,40.69,6.95
-9.09,7.22,-7.09,7.30,-0.07,9.91,0.01,1.25,41.34,40.52,-7.61
-9.96,7.16,-7.45,7.37,-0.11,9.83,-0.01,-0.63,39.26,40.52,2.99
-8.44,7.15,-6.72,7.55,-0.15,9.87,0.00,-0.63,34.84,37.45,2.76
-6.32,7.43,-5.44,8.04,-0.15,9.87,0.01,1.25,30.16,30.85,-8.11
-5.48,7.52,-4.54,8.41,-0.19,9.95,0.00,0.63,23.92,24.47,-4.72
-2.71,8.11,-3.17,8.99,-0.15,9.87,-0.01,-1.25,17.68,18.86,6.36
-1.27,8.40,-2.14,9.25,-0.15,9.87,0.01,1.25,11.70,13.54,-8.11
-1.09,8.78,-1.20,9.44,-0.15,9.95,-0.01,-0.63,5.98,6.40,2.72
-0.54,8.94,-0.63,9.53,-0.19,9.87,0.00,1.25,1.30,2.77,-8.32
-0.25,8.84,0.14,9.53,-0.16,9.95,-0.01,-1.88,-3.90,-2.56,9.83
3.62,9.22,1.91,9.67,-0.15,9.91,0.01,0.63,-8.58,-8.27,-4.49
1.77,9.17,1.73,9.49,-0.15,9.83,-0.01,-0.63,-12.74,-10.99,2.77
3.15,8.99,2.59,9.37,-0.19,9.91,0.01,0.00,-16.90,-15.14,-1.10
1.06,8.49,2.52,9.03,-0.15,9.87,0.01,0.63,-21.06,-19.22,-4.51
4.55,8.62,4.19,8.90,-0.19,9.87,-0.01,0.00,-24.96,-25.33,-1.09
4.87,8.58,4.61,8.74,-0.15,9.87,0.01,1.25,-28.34,-27.99,-8.10
8.26,8.62,5.70,8.67,-0.19,9.87,0.01,1.25,-30.94,-29.74,-8.32
6.42,8.58,5.44,8.52,-0.15,9.95,-0.01,-0.63,-31.98,-31.75,2.73
7.35,8.63,5.80,8.53,-0.19,9.91,0.00,0.63,-32.50,-32.66,-4.71
7.94,8.65,5.75,8.64,-0.19,9.87,0.00,0.00,-31.20,-30.89,-1.12
8.10,8.50,5.42,8.63,-0.11,9.75,-0.01,0.63,-28.34,-27.67,-4.31
5.33,7.95,4.61,8.56,0.51,9.68,0.01,0.00,-23.40,-23.25,3.03
4.01,8.08,4.19,8.72,0.94,9.96,-0.17,-7.52,-17.94,-19.99,40.35
0.86,8.45,3.13,8.87,1.20,9.88,0.04,-5.01,-13.52,-16.83,32.16
0.90,9.08,2.17,9.27,0.91,9.96,-0.95,-9.40,-9.88,-10.58,46.00
-1.38,9.26,1.37,9.43,0.62,9.72,-1.36,-7.52,-7.28,-10.46,39.95
2.90,9.51,1.89,9.52,0.58,9.76,-1.55,-5.01,-5.20,-5.63,29.83
-0.43,9.76,0.23,9.88,-0.07,9.87,-1.14,-3.13,-3.12,-3.17,17.24
-0.79,9.65,0.54,9.66,-0.80,9.55,-1.82,-4.39,-1.56,-10.91,20.59
-4.48,9.88,-0.99,9.79,-0.57,9.87,-1.87,0.00,0.00,-5.08,-3.31
-1.43,9.75,-0.33,9.79,-0.46,9.91,-1.21,1.25,0.26,-3.11,-9.78
-0.41,9.47,0.12,9.79,-0.56,9.59,-1.77,2.51,0.00,-5.14,-17.73
-4.14,9.65,-0.95,9.51,-0.65,9.79,-1.46,7.52,-0.78,-5.25,-39.86
-1.64,9.70,-1.40,9.80,-1.46,9.86,-0.69,3.13,-2.34,-0.87,-24.99
-0.21,9.81,-1.36,10.17,-1.23,9.99,-0.97,8.15,-3.90,2.83,-43.21
0.05,9.96,-1.19,9.96,-2.45,9.90,-0.32,14.42,-5.20,-4.49,-59.60
0.47,9.86,-1.02,9.60,-2.31,10.02,0.39,13.79,-4.68,-3.61,-58.11
1.42,9.81,-0.66,9.76,-0.97,9.59,1.12,9.40,-3.38,2.58,-47.26
0.18,9.52,-0.63,8.91,-0.01,9.71,0.89,4.39,-0.78,6.08,-24.34
-0.24,8.50,-0.77,9.75,-0.38,10.03,1.76,5.64,2.08,3.26,-30.98
-4.19,8.70,-2.61,9.98,-0.54,9.99,1.38,-52.66,5.20,7.85,79.15
-0.82,9.99,-0.75,10.84,-0.72,10.59,2.09,0.00,8.58,-0.16,-3.87
-1.81,9.32,-2.13,9.24,1.44,8.87,2.14,0.00,10.92,22.96,9.21
-2.50,9.16,-2.80,10.37,1.95,10.61,1.62,-1.88,14.04,25.45,19.85
-1.01,9.30,-1.81,9.38,-0.50,9.75,2.09,-3.76,16.38,9.67,18.48
-4.39,9.08,-2.82,8.67,0.82,9.28,1.36,-3.13,18.46,19.73,23.08
-3.91,9.39,-2.79,9.30,0.94,10.08,1.60,-7.52,20.28,19.66,40.01
-3.67,9.47,-4.00,8.88,2.17,9.89,1.20,-4.39,21.32,37.78,33.53
-4.25,9.45,-2.67,9.67,1.62,9.88,0.28,-6.90,21.32,21.38,40.76
-3.87,9.65,-2.08,9.66,1.78,9.88,0.39,-11.91,20.02,18.49,54.17
-3.03,9.44,-2.22,9.54,1.42,9.80,-0.14,-11.91,17.94,19.62,53.68
-3.19,9.26,-1.38,9.61,1.46,9.96,-0.13,-11.28,14.82,12.53,51.99
-1.54,9.25,-0.95,9.52,0.82,9.84,-1.19,-70.21,10.40,9.11,82.12
-0.25,9.43,-0.50,9.46,0.80,10.24,-1.62,-4.39,5.72,8.07,26.89
-0.13,8.80,-0.34,9.21,-0.65,9.55,-1.81,-3.13,1.82,-1.35,14.58
-0.13,9.29,-0.35,9.88,-1.00,9.99,-1.12,4.39,-2.08,-3.26,-28.35
-0.20,9.39,-0.19,9.59,-0.52,9.63,-1.59,3.76,-5.98,-1.98,-23.95
1.69,9.14,1.43,9.65,-0.64,10.07,-1.44,-2.51,-9.88,-11.34,10.49
1.32,9.80,1.41,9.62,-0.19,9.75,-0.74,3.76,-12.48,-9.70,-22.05
3.29,9.48,2.08,9.72,-0.53,9.91,-1.17,4.39,-14.82,-12.50,-26.41
2.76,9.31,2.00,10.05,-0.53,10.07,-1.07,1.88,-16.64,-12.47,-13.44
