acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
5.51,7.85,5.78,7.86,-0.03,9.87,-0.01,-0.63,-37.70,-36.91,3.48
5.38,7.58,5.39,7.52,-0.11,9.55,-0.01,0.63,-37.70,-36.44,-4.41
5.56,7.85,5.96,7.91,-0.04,9.91,-0.01,-1.88,-37.70,-37.85,10.50
5.55,7.89,5.85,7.94,-0.18,9.91,0.01,1.25,-37.96,-37.87,-8.22
5.54,7.89,5.74,7.97,-0.23,9.99,-0.01,-1.25,-37.96,-37.29,5.87
5.82,7.93,5.86,7.94,-0.19,9.95,0.01,1.88,-37.96,-37.57,-11.75
6.01,7.93,5.87,7.94,-0.19,9.87,-0.01,-1.88,-37.70,-37.33,9.71
5.93,7.89,5.87,7.90,-0.15,9.91,-0.01,-1.88,-37.70,-37.32,9.90
5.67,7.92,5.84,7.94,-0.19,9.95,0.00,0.00,-37.96,-37.68,-1.08
5.86,7.89,5.85,7.98,-0.19,9.87,-0.01,-2.51,-37.70,-37.19,13.23
5.17,7.65,5.75,7.82,-0.15,9.71,0.01,1.88,-37.70,-37.99,-11.81
5.56,7.96,5.88,7.98,-0.15,10.03,-0.01,-0.63,-37.96,-37.80,2.71
5.81,7.93,5.82,7.94,-0.19,9.87,0.00,0.63,-37.96,-37.34,-4.73
5.66,8.00,5.75,8.05,-0.38,9.87,0.00,0.00,-37.70,-37.80,-2.18
6.20,8.20,5.78,8.09,-0.31,10.03,0.03,1.88,-37.96,-36.70,-12.30
6.61,8.43,5.55,8.23,4.21,11.63,0.10,1.25,-37.70,-12.39,14.28
5.18,6.99,5.95,7.31,-0.58,9.47,0.28,-1.25,-37.70,-43.42,4.10
2.76,9.09,3.93,7.82,-1.98,8.42,0.56,13.16,-37.70,-43.95,-60.94
6.31,8.61,3.81,10.05,-2.63,9.77,1.11,11.91,-37.70,-30.26,-56.08
3.76,3.43,5.55,9.73,-6.24,9.60,1.13,12.54,-37.70,-60.26,-62.93
4.45,8.79,5.47,9.50,-4.70,9.75,2.02,1.88,-37.70,-56.64,-34.02
4.59,11.93,5.10,7.54,13.66,13.13,1.71,13.79,-37.70,4.30,-0.56
3.88,11.17,4.28,8.26,10.53,12.63,2.46,-3.76,-37.96,8.16,48.53
9.02,5.80,7.23,7.05,-6.41,11.96,2.09,-1.25,-37.70,-69.32,-23.32
6.88,6.38,8.20,7.12,3.22,10.37,2.58,3.13,-37.70,-32.35,0.47
8.93,7.51,5.64,7.64,9.93,6.99,1.71,-13.16,-37.96,25.00,73.16
5.01,7.76,4.35,8.26,14.19,11.12,2.01,-5.64,-37.96,25.99,60.71
6.09,7.19,6.93,7.87,2.69,9.26,1.08,-62.06,-37.70,-25.53,81.86
8.07,7.23,7.08,8.12,-0.88,9.63,1.29,51.40,-37.96,-43.68,-79.57
6.43,7.42,5.56,6.54,3.29,10.73,0.97,-7.52,-37.70,-23.09,45.22
6.24,7.83,6.94,7.95,1.36,9.71,0.62,-7.52,-37.70,-34.04,42.44
8.58,8.55,6.38,8.40,-3.53,10.02,0.43,0.00,-37.96,-53.10,-19.40
7.80,7.79,6.96,7.88,-0.05,10.15,0.03,-8.78,-37.96,-40.32,40.68
3.96,8.11,5.06,8.09,-0.54,9.95,-0.01,0.00,-37.96,-37.18,-3.09
5.90,7.78,6.09,7.80,-0.00,9.95,-0.01,1.25,-37.96,-38.26,-7.19
7.34,7.89,6.61,7.86,0.66,9.76,-0.08,-3.13,-37.70,-35.08,21.25
6.76,6.32,7.77,6.25,2.28,11.67,-0.55,-13.79,-37.70,-41.52,54.01
6.18,5.58,7.65,5.78,3.02,9.83,-1.17,-15.67,-37.96,-37.39,62.27
5.87,7.52,5.69,5.74,6.52,10.47,-1.32,45.13,-37.96,-16.01,-74.84
6.70,8.61,9.22,5.29,-11.01,12.45,-2.26,-62.69,-37.96,-109.75,76.46
5.72,7.81,5.89,6.90,20.22,13.15,-2.67,-6.27,-37.70,14.75,63.60
5.76,8.00,8.17,9.17,-19.36,4.73,-2.25,-3.13,-37.70,-119.59,-73.74
6.12,10.25,6.87,8.67,-20.98,11.83,-2.38,-0.63,-37.96,-102.06,-59.84
6.21,10.89,5.48,8.91,-4.23,8.55,-2.63,14.42,-37.70,-58.85,-65.37
5.28,8.33,4.61,6.92,-2.45,10.30,-1.74,1.25,-37.96,-47.66,-19.79
4.31,9.16,3.78,7.38,-5.43,10.15,-2.02,6.90,-37.96,-56.17,-50.51
3.82,8.22,4.61,8.31,-0.97,8.82,-1.59,4.39,-37.96,-36.74,-31.30
2.64,9.24,3.39,8.84,-0.56,10.44,-0.65,5.64,-37.70,-25.99,-30.71
6.33,8.12,6.50,9.41,-7.32,9.20,-0.90,5.01,-37.70,-72.11,-53.28
4.86,8.58,5.42,9.75,-1.41,9.74,-0.53,9.40,-37.70,-37.14,-47.98
4.38,9.57,3.00,9.99,-3.99,9.09,-0.26,6.90,-37.96,-37.44,-50.13
7.56,7.78,6.74,7.94,0.24,10.31,0.07,0.00,-37.70,-37.45,1.34
4.04,8.15,5.24,7.99,-0.43,9.87,0.01,0.63,-37.70,-38.12,-6.11
6.83,7.80,6.29,7.81,0.04,9.91,-0.01,-0.63,-37.70,-37.70,3.87
5.24,7.92,5.71,7.97,-0.08,9.83,0.02,1.88,-37.70,-36.80,-11.25
5.09,8.14,5.45,8.15,-0.50,9.99,-0.01,-0.63,-37.70,-37.29,0.71
5.21,7.80,5.75,7.90,-0.34,9.95,0.11,3.76,-37.96,-38.82,-22.41
2.52,8.07,5.25,7.95,0.74,10.04,0.40,4.39,-37.96,-34.15,-19.95
4.64,8.35,6.73,8.67,-1.19,10.78,0.83,5.01,-37.96,-46.77,-29.91
5.17,8.58,5.37,7.99,1.45,10.43,1.11,3.13,-37.70,-27.12,-9.19
5.54,9.07,6.02,6.79,-4.53,10.74,0.88,3.13,-37.70,-69.08,-35.51
6.01,9.39,6.36,9.26,-6.98,10.48,1.64,3.13,-37.70,-68.86,-43.97
4.43,7.37,5.22,7.35,5.11,11.90,1.18,-55.16,-37.70,-13.64,78.83
5.28,7.84,5.47,8.54,-2.41,12.31,2.04,60.18,-37.70,-43.25,-78.88
6.88,9.00,6.34,7.18,12.01,13.36,1.99,-2.51,-37.96,-1.36,47.39
8.62,8.40,6.01,7.34,1.86,8.72,1.19,-7.52,-37.96,-23.89,47.12
6.79,8.10,6.20,7.44,-3.38,10.38,1.37,-6.27,-37.70,-57.75,15.56
5.65,7.06,6.35,7.30,-0.21,9.58,0.93,-6.27,-37.96,-43.05,32.32
6.89,6.87,7.44,6.70,1.36,9.00,0.68,-3.76,-37.70,-40.46,29.64
6.77,7.13,5.93,6.83,4.73,6.22,0.33,-13.16,-37.70,-2.66,70.83
7.71,7.59,6.59,7.30,1.36,9.24,-0.06,-1.88,-37.70,-32.29,19.30
7.40,8.44,5.94,7.96,-1.21,9.66,-0.24,-3.13,-37.96,-41.84,11.29
5.36,7.46,7.18,8.00,-2.07,9.78,-0.66,-10.03,-37.70,-55.73,39.14
10.17,6.65,6.95,6.93,-1.40,10.24,-1.18,-14.42,-37.70,-47.08,51.81
4.13,8.34,7.57,7.40,3.20,10.01,-1.59,-2.51,-37.96,-33.67,29.72
9.89,9.97,5.31,6.21,-6.51,10.00,-1.23,-3.76,-37.96,-69.96,-15.38
6.09,7.19,5.68,9.37,-3.50,9.94,-1.99,-5.64,-37.96,-47.86,12.14
3.65,6.83,6.80,9.09,-19.14,4.10,-1.88,6.27,-37.96,-116.65,-80.83
5.64,8.82,3.81,8.70,5.41,8.57,-1.17,3.76,-37.70,12.39,10.88
6.13,8.94,4.99,9.64,-1.63,9.51,-1.49,6.27,-37.96,-34.52,-39.71
3.71,7.51,3.46,8.70,0.14,9.64,-1.18,5.01,-37.96,-19.42,-26.84
6.15,9.28,5.53,8.98,-5.40,9.40,-0.82,7.52,-37.96,-60.72,-53.96
5.61,9.68,5.17,8.12,0.92,9.45,0.00,3.13,-37.70,-28.01,-13.22
7.27,8.61,5.00,8.97,-1.73,9.54,-0.24,6.27,-36.66,-34.87,-39.99
6.86,7.76,6.04,7.85,0.02,9.51,0.04,1.88,-34.06,-35.93,-11.06
11.22,8.13,6.07,8.36,-0.49,9.99,-0.02,-0.63,-29.38,-28.98,0.81
2.44,7.33,3.80,8.37,0.42,9.83,0.04,0.63,-22.88,-23.71,-1.18
3.06,7.79,3.34,9.05,-0.23,9.83,0.03,-0.63,-15.86,-21.26,2.30
-3.75,8.50,-0.41,9.17,-0.53,9.79,0.00,1.25,-10.14,-8.20,-10.34
-0.85,9.05,0.29,9.46,-0.31,9.87,0.13,3.13,-6.24,-6.06,-19.24
-1.14,9.26,0.87,9.93,0.42,8.96,0.26,2.51,-3.12,-6.33,-13.13
-1.15,9.15,-0.88,9.30,-4.26,10.24,0.16,5.01,0.26,-17.81,-42.14
0.14,9.03,-1.77,7.56,-4.70,10.55,1.11,6.27,5.20,-4.58,-46.11
-2.40,6.62,-2.11,8.62,-18.89,13.20,1.44,1.88,10.40,-43.03,-57.57
-4.95,8.02,-4.22,8.96,2.09,9.53,1.20,10.03,16.12,35.39,-39.79
-5.83,9.23,-3.34,9.12,1.30,9.84,1.91,-0.63,20.80,22.38,11.08
-5.55,9.09,-4.67,8.85,13.35,8.95,1.84,-4.39,24.70,82.56,63.22
-6.62,10.07,-2.58,8.84,-12.28,5.51,0.97,-6.90,26.26,-58.50,-44.34
-5.61,9.39,-3.28,9.58,2.03,10.00,0.76,-16.93,26.52,25.48,62.17
-5.05,8.54,-3.55,9.05,0.83,9.68,-0.14,-18.18,24.18,22.83,63.02
-4.35,8.67,-2.24,9.92,0.12,9.48,-0.78,-16.30,20.02,8.71,60.01
-1.69,9.85,-2.44,11.53,-5.99,8.33,-0.90,45.76,15.86,-23.12,-80.85
-1.31,8.14,0.81,10.59,-15.33,12.48,-1.96,-65.19,10.40,-58.76,75.95
-0.56,8.41,-0.93,9.08,4.82,8.97,-2.12,-3.76,5.20,34.78,43.70
-0.98,7.70,-0.60,11.58,-1.51,8.92,-1.65,-3.13,0.78,-7.56,10.33
0.12,8.85,0.35,9.62,-11.64,8.03,-2.29,2.51,-4.16,-57.91,-60.43
0.88,9.31,-0.50,10.15,-13.51,9.61,-1.53,3.13,-9.10,-49.07,-60.00
2.65,8.16,1.96,10.16,-3.33,7.85,-1.87,7.52,-13.52,-31.88,-54.11
2.54,9.57,0.20,9.43,-0.03,9.73,-1.51,3.76,-16.90,3.94,-21.27
5.12,10.49,2.61,10.22,-3.17,9.78,-0.43,13.16,-18.72,-27.43,-59.10
4.82,10.22,1.88,10.56,-0.72,10.00,-0.43,13.79,-18.46,-8.32,-55.43
4.38,10.10,1.69,9.92,-1.51,10.83,0.37,13.79,-16.90,-11.98,-54.72
2.43,8.82,0.31,9.95,-0.99,7.87,0.25,16.93,-13.26,-4.48,-66.28
1.55,10.26,1.05,8.10,-1.76,11.42,1.22,3.76,-9.10,-15.53,-25.83
1.06,9.47,0.48,6.42,8.27,12.76,1.45,3.13,-3.64,30.05,21.91
-0.82,9.38,0.02,9.19,3.51,12.62,1.09,-55.79,1.04,13.43,77.98
