acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
5.86,7.89,5.87,7.90,-0.15,9.91,0.00,0.00,-37.70,-37.49,-0.87
7.08,8.78,7.60,5.27,1.83,7.63,-1.11,-19.43,-37.96,-49.59,70.25
6.70,5.32,7.09,6.62,11.84,11.21,-2.38,-14.42,-38.22,1.02,66.87
7.81,8.72,5.70,10.02,5.76,6.90,-2.52,-11.28,-37.96,14.77,67.94
4.42,9.09,6.05,6.61,11.39,10.00,-3.44,-53.91,-38.22,-0.75,81.30
3.46,9.93,7.38,10.10,16.13,14.94,-2.49,12.54,-37.96,6.16,13.51
4.34,7.97,4.25,7.72,-6.92,6.09,-2.11,65.19,-37.96,-77.54,-85.17
2.12,6.58,5.29,8.04,-4.16,13.29,-2.26,-47.64,-37.70,-54.37,73.01
4.01,7.78,5.25,9.64,-0.97,9.73,-1.92,6.90,-37.96,-34.62,-38.95
4.19,8.41,3.82,9.18,1.79,8.57,-0.94,5.01,-37.96,-9.44,-20.61
5.45,8.74,5.36,8.16,1.40,10.44,-1.21,8.78,-37.96,-26.18,-35.24
4.52,8.76,3.72,8.70,-1.33,10.74,-0.87,7.52,-37.96,-28.56,-39.50
4.90,9.36,4.79,8.70,-1.83,9.90,-0.56,7.52,-37.70,-39.81,-43.35
4.44,8.27,4.05,8.42,-2.69,9.30,-0.29,6.90,-37.70,-40.85,-45.87
6.25,7.90,6.09,7.85,0.43,9.43,0.04,0.63,-37.96,-34.95,-1.17
6.06,7.82,5.87,7.76,0.16,9.75,-0.01,-0.63,-37.96,-35.89,4.63
5.59,7.89,5.70,7.94,-0.23,9.91,-0.01,-0.63,-37.96,-37.19,2.28
5.59,7.85,5.79,7.94,-0.11,9.91,0.01,1.25,-37.96,-37.02,-7.85
5.08,8.29,5.76,8.31,-0.63,10.27,0.00,0.00,-37.96,-39.32,-3.49
4.39,9.39,4.23,9.40,-1.96,10.22,0.07,3.13,-37.96,-34.72,-26.48
5.15,9.22,4.61,9.36,-3.20,9.82,0.50,8.78,-37.70,-43.20,-50.66
4.05,9.16,4.93,10.44,-3.22,11.49,1.22,15.04,-37.70,-41.35,-57.83
5.03,9.33,3.93,10.14,14.89,7.00,1.73,8.15,-38.22,46.15,43.91
4.47,6.74,1.93,9.50,-3.15,8.96,1.57,6.27,-38.22,-24.78,-46.44
4.16,10.73,3.06,10.06,0.42,12.18,2.43,5.01,-37.96,-13.17,-20.67
5.41,7.54,8.28,5.90,6.73,6.71,2.23,3.76,-37.96,-15.41,23.85
4.48,6.96,5.10,8.15,-4.00,12.99,2.28,-54.54,-37.70,-48.91,75.59
7.18,8.03,3.90,5.93,8.71,11.40,2.80,-9.40,-37.96,9.86,57.82
6.84,9.04,6.90,5.95,12.39,15.39,2.09,-7.52,-37.96,-16.38,52.30
5.46,8.82,7.18,6.80,2.90,8.58,2.28,-1.88,-37.96,-33.61,29.11
4.65,6.90,6.79,7.38,-1.30,8.78,1.43,-10.03,-38.22,-53.53,44.83
