acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
0.04,-0.51,9.80,-0.50,9.80,-0.15,9.75,-0.01,-1.25,2.86,2.04
-0.09,-0.39,9.84,-0.40,11.30,-1.29,10.16,-0.01,-0.63,2.86,-5.30
-0.38,1.81,8.58,1.48,9.70,-2.09,8.29,-0.41,-8.15,1.56,-21.76
-0.04,-0.97,9.23,0.78,9.26,1.12,10.12,-0.74,-4.39,0.52,-2.44
0.00,-0.36,10.14,-1.39,9.83,-1.78,9.94,-0.42,9.40,-0.26,0.24
0.02,0.80,10.35,0.53,10.07,0.61,10.04,-0.01,3.76,-0.26,1.05
-0.06,-0.37,9.88,-0.38,9.92,-1.03,9.94,0.01,-1.88,-0.26,-3.69
-0.00,-0.32,9.80,-0.39,9.81,-0.44,9.83,0.01,0.63,0.00,-0.16
0.00,-0.40,9.84,-0.23,9.81,-0.15,9.87,0.02,1.25,0.00,0.11
0.02,-0.28,9.80,-0.31,9.81,-0.15,9.83,-0.01,-1.25,0.00,1.02
0.01,-0.28,9.84,-0.23,9.81,-0.15,9.91,-0.01,-1.25,-0.26,0.36
-0.02,-0.25,9.81,-0.16,9.78,-0.32,9.79,-0.01,0.00,-0.26,-1.11
-0.01,-0.28,9.77,-0.24,9.78,-0.29,9.79,-0.01,-0.63,-0.52,-0.40
-0.10,-0.25,9.77,-0.12,9.82,-1.08,9.75,-0.00,-1.88,-0.52,-5.96
0.05,-0.32,9.69,-0.08,9.78,0.52,9.92,0.01,0.63,-1.04,2.93
-0.03,-0.24,9.69,0.08,10.27,-0.13,10.11,0.04,1.88,-1.30,-1.85
0.10,-0.35,8.61,-0.45,8.95,0.41,9.32,0.04,0.63,-1.82,5.61
0.21,-0.32,9.69,-0.39,9.55,1.63,9.71,0.19,1.88,-2.34,12.04
0.01,0.28,11.35,-0.16,9.05,-0.33,10.87,0.44,5.64,-2.60,0.51
-0.26,-0.43,9.17,-1.68,10.09,-4.99,9.92,0.85,9.40,-2.08,-15.08
-0.55,-0.82,9.83,0.55,8.85,-4.18,9.25,1.03,2.51,-1.30,-31.42
0.48,0.89,9.05,1.01,9.29,6.47,9.68,0.43,-59.55,-1.04,27.29
0.03,-0.59,10.10,2.47,10.08,4.72,11.90,0.87,50.78,-0.78,1.90
0.09,0.14,10.45,-0.12,10.64,0.70,9.76,0.46,-7.52,-1.82,5.31
-0.01,0.64,9.04,-0.66,8.28,-1.24,8.26,0.31,5.01,-3.12,-0.40
-0.08,0.04,11.46,-1.16,9.69,-3.02,11.57,0.70,12.54,-3.64,-4.50
-0.61,1.09,10.77,-0.64,10.34,-6.98,7.64,1.42,14.42,-3.12,-35.23
-0.59,-1.00,10.46,-0.05,9.99,-7.04,11.24,1.14,1.25,-1.30,-33.79
-0.28,-0.48,10.29,0.46,10.23,-1.75,8.74,1.55,-5.64,0.00,-15.81
-0.01,0.30,9.48,1.09,9.58,1.41,10.36,0.88,-18.18,-0.26,-0.42
-0.01,0.21,9.82,-0.27,9.99,-0.49,9.27,0.14,-9.40,-2.08,-0.44
-0.12,0.54,10.09,0.05,9.75,-1.14,8.38,0.21,4.39,-3.12,-6.91
0.23,0.94,11.33,-0.52,9.79,0.99,8.71,0.21,10.03,-2.86,13.08
0.01,-0.09,11.15,-0.70,9.13,-1.25,11.94,1.08,-0.63,-1.82,0.31
0.24,0.73,10.20,1.05,10.05,4.74,12.66,1.08,-1.25,-0.52,13.84
-0.06,-0.57,9.31,-0.38,9.21,-1.02,10.62,0.80,-10.03,0.00,-3.52
0.00,0.63,9.90,0.57,9.84,0.58,10.16,0.19,-11.91,-0.26,0.08
0.02,0.62,9.75,0.27,9.75,0.32,9.87,0.06,0.00,-0.52,0.98
-0.01,0.49,9.71,0.20,9.64,-0.03,9.75,0.01,1.88,-1.04,-0.77
-0.00,0.05,9.74,-0.15,9.93,-0.27,10.39,0.06,3.13,-1.04,-0.18
-0.05,-0.03,9.63,-0.14,10.07,-0.68,9.87,0.03,-1.25,-0.78,-2.95
-0.04,-0.10,9.59,0.11,9.67,-0.22,9.75,0.00,-1.25,-0.52,-2.45
-0.04,-0.25,9.62,0.07,9.71,-0.19,9.83,0.01,0.63,-1.30,-2.26
0.01,0.13,9.63,-1.13,10.30,-1.41,9.78,0.00,-0.63,-1.56,0.42
0.11,-0.38,9.61,-0.07,9.74,1.22,10.48,-0.36,0.63,-1.56,6.35
-0.14,-0.16,9.54,-1.10,9.72,-3.02,10.25,0.37,0.00,-1.30,-7.99
0.10,-0.71,10.02,0.48,10.47,2.08,10.88,0.46,-2.51,-1.04,5.91
0.15,-0.36,10.06,0.49,10.06,2.38,10.13,0.45,-2.51,-1.30,8.67
-0.02,2.15,10.30,0.58,9.34,-0.25,9.83,0.48,5.01,-1.30,-1.42
