acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
0.03,-0.20,9.62,-0.75,9.65,-0.62,9.83,-0.22,5.64,1.82,1.98
-0.01,-0.44,9.76,-0.15,9.82,-0.11,9.91,0.01,1.25,-1.04,-0.35
-0.15,-0.40,9.58,-0.35,9.44,-1.82,9.82,-0.01,-1.88,-0.78,-8.46
-0.01,-0.06,9.66,0.31,10.06,0.29,9.91,0.04,-3.76,-0.78,-0.84
-0.01,-0.10,9.73,0.08,9.86,0.08,9.63,0.00,-1.25,-0.78,-0.33
0.05,0.41,9.78,0.07,9.57,0.45,9.87,0.01,0.00,-0.78,2.92
-0.07,-0.29,9.80,-0.04,9.75,-0.65,9.79,0.00,-0.63,-0.52,-4.11
-0.01,-0.05,9.77,-0.06,9.90,-0.17,9.91,-0.01,-0.63,-0.52,-0.67
-0.01,-0.43,9.80,-0.28,9.59,-0.29,9.79,0.00,-1.25,-0.52,-0.36
0.01,0.44,9.86,0.06,9.79,0.02,9.91,-0.01,0.00,-0.26,0.55
0.02,-0.40,9.84,-0.35,9.85,-0.19,9.87,-0.02,-3.13,-0.26,0.89
-0.02,-0.32,9.80,-0.11,9.78,-0.23,9.95,0.01,0.63,-0.26,-1.10
0.01,-0.32,9.80,-0.28,9.70,-0.21,9.83,0.01,-0.63,-0.52,0.32
-0.01,-0.32,9.92,-0.17,9.89,-0.19,9.79,0.01,1.25,-0.52,-0.51
-0.02,-0.17,9.95,-0.06,9.83,-0.19,9.99,0.01,1.25,-0.78,-0.95
-0.04,-0.30,9.99,-0.14,9.59,-0.47,9.79,0.00,0.00,-0.78,-2.20
-0.02,-0.25,9.92,-0.12,9.97,-0.27,9.75,0.01,0.00,-1.04,-1.16
-0.08,-0.27,10.10,0.01,10.01,-0.71,9.75,0.01,0.00,-2.34,-4.82
-0.07,0.12,9.44,-0.82,10.72,-1.97,11.23,0.28,6.27,-1.82,-4.00
0.20,3.10,10.11,-0.42,10.39,0.34,9.80,0.47,-2.51,-0.78,11.34
-0.22,-0.27,9.77,-1.06,11.01,-3.47,9.86,0.56,-1.25,0.52,-12.69
0.08,0.04,10.55,-0.75,10.67,-0.19,10.31,0.03,-6.90,0.78,4.49
0.02,-0.18,9.92,-0.96,9.89,-1.04,9.75,-0.16,-1.25,0.78,1.13
0.06,-0.51,9.87,-0.09,9.56,0.66,10.00,-0.03,4.39,1.04,3.33
-0.22,-0.33,9.92,-0.42,9.95,-2.85,10.38,-0.01,0.00,1.30,-12.70
-0.14,-0.25,10.22,0.11,9.75,-1.06,9.55,-0.14,-3.76,1.04,-7.84
-0.04,-0.17,9.99,-0.60,10.06,-1.21,10.47,-0.15,3.13,1.30,-2.27
0.05,-0.40,10.18,-0.62,10.09,-0.18,10.51,-0.13,-3.76,1.56,3.02
-0.19,-0.59,10.58,0.37,9.69,-1.22,10.43,-0.18,-3.13,1.82,-11.13
