acc_top_x (m/s2),acc_top_y (m/s2),acc_bottom_x (m/s2),acc_bottom_y (m/s2),acc_cart_x (m/s2),acc_cart_y (m/s2),motor_vel (m/s),motor_acc (m/s2),potentiometer (deg),theta (deg),beta (deg)
0.02,-0.28,9.84,-0.31,9.77,-0.15,9.79,-0.01,-0.63,0.26,0.99
0.03,-0.32,9.80,-0.24,9.81,0.09,10.03,-0.01,-0.63,0.00,1.74
0.01,-0.32,9.80,-0.27,9.81,-0.15,9.87,0.00,-0.63,0.26,0.59
0.05,-0.28,9.80,-0.28,9.81,0.17,9.87,-0.01,-0.63,0.00,2.58
0.01,-0.28,9.84,-0.27,9.77,-0.15,9.91,-0.01,-0.63,0.00,0.72
0.01,-0.32,9.84,-0.27,9.77,-0.15,9.87,-0.02,-2.51,0.00,0.59
0.02,-0.32,9.84,-0.31,9.81,-0.15,9.95,-0.01,-1.88,0.00,0.95
0.02,-0.32,9.84,-0.31,9.81,-0.15,9.91,0.01,2.51,0.26,0.90
-0.02,-0.28,9.77,-0.29,9.74,-0.48,9.83,0.01,0.63,0.00,-1.09
0.01,-0.28,9.84,-0.27,9.77,-0.15,9.87,-0.01,0.00,0.00,0.72
0.01,-0.32,9.88,-0.28,9.81,-0.15,9.83,-0.01,-1.25,0.00,0.69
0.01,-0.32,9.84,-0.31,9.81,-0.18,9.79,-0.02,-2.51,0.00,0.74
0.01,-0.32,9.80,-0.31,9.77,-0.19,9.83,-0.01,-1.25,0.00,0.72
0.02,-0.28,9.80,-0.31,9.81,-0.15,9.83,-0.00,-1.25,0.26,1.02
-0.02,-0.28,9.77,-0.23,9.78,-0.42,9.87,0.01,2.51,0.00,-1.19
0.01,-0.28,9.88,-0.31,9.77,-0.19,9.87,-0.00,1.88,0.00,0.83
0.01,-0.32,9.88,-0.31,9.77,-0.19,9.91,0.00,-1.25,0.26,0.68
-0.01,-0.32,9.77,-0.28,9.81,-0.31,9.79,0.00,0.00,0.00,-0.29
0.01,-0.28,9.80,-0.31,9.81,-0.19,9.91,0.01,-0.63,0.26,0.77
0.02,-0.28,9.77,-0.28,9.74,-0.11,9.95,0.01,1.88,0.00,1.01
0.01,-0.32,9.80,-0.27,9.81,-0.15,9.87,0.01,2.51,0.00,0.59
0.01,-2.73,9.68,-0.90,9.71,-0.15,9.91,0.00,0.63,0.00,0.46
0.02,-0.36,9.73,-0.33,9.77,-0.15,9.83,-0.01,-0.63,-1.04,0.99
-0.03,0.20,9.41,0.32,9.50,0.09,10.08,0.05,-0.63,-2.34,-1.71
0.13,1.29,9.88,-1.75,10.57,-1.20,8.87,0.25,3.76,-3.12,7.19
-0.61,0.17,8.70,-0.95,10.97,-7.13,8.06,0.17,13.16,-2.86,-34.91
-0.42,-0.57,9.73,-1.65,10.56,-5.22,7.57,1.18,2.51,-3.12,-23.86
0.25,0.44,9.26,-1.55,9.90,0.28,9.74,1.42,8.15,-0.78,14.39
-0.17,-1.48,10.82,2.31,10.32,1.43,7.65,0.65,-64.57,-0.26,-9.52
0.09,-0.51,9.65,0.03,9.71,1.14,10.48,0.81,49.52,-1.30,4.90
-0.04,-0.02,9.77,-0.02,9.52,-0.49,10.63,0.45,1.88,-3.12,-2.53
-0.29,1.40,9.80,-0.23,10.48,-3.12,8.06,0.77,10.03,-4.42,-16.73
0.49,-1.58,9.66,-2.08,9.56,3.05,11.81,1.57,17.55,-3.38,27.89
1.00,1.06,8.45,-1.25,9.38,9.39,9.34,1.55,4.39,-1.30,57.40
0.80,-0.10,10.93,0.87,9.23,13.40,9.74,1.80,-5.64,-0.26,45.87
0.11,-0.35,10.25,1.39,10.10,3.42,10.86,1.22,-13.16,0.00,6.02
0.08,-0.49,10.06,1.15,9.12,2.88,10.17,-0.04,-16.93,-1.82,4.47
-0.09,0.45,11.84,-0.57,11.16,-2.01,11.22,0.25,3.76,-4.94,-5.18
-0.03,1.78,10.11,-2.43,9.75,-5.13,11.22,1.03,17.55,-3.90,-2.00
0.11,1.87,10.49,-0.89,10.57,-0.60,8.85,nan,nan,-1.56,6.36
-0.07,1.01,10.13,1.43,9.90,1.02,11.39,1.23,-3.13,1.30,-4.04
-0.09,0.48,9.93,3.45,10.04,3.61,10.53,0.68,-29.46,3.12,-5.43
0.18,-0.23,8.35,1.16,9.33,3.31,9.13,-0.39,-21.31,2.86,10.12
0.33,-0.25,9.96,1.10,10.36,6.41,12.23,-1.09,-11.91,2.34,19.01
0.00,-0.45,10.29,-0.13,9.08,0.02,10.00,-0.69,0.63,1.56,0.20
-0.15,-0.33,10.18,-1.92,8.97,-4.31,9.29,-1.18,5.64,1.04,-8.49
-0.31,-0.40,10.29,-0.31,10.74,-3.49,10.09,-0.88,8.15,1.04,-17.66
0.08,-0.20,9.91,-1.78,9.32,-1.84,10.55,-0.53,7.52,2.60,4.71
-0.52,-0.90,9.64,-0.44,9.58,-5.09,8.33,-0.63,-10.03,2.86,-29.86
0.64,-1.29,10.05,-1.30,9.13,4.81,8.84,-0.52,-7.52,4.68,36.95
-0.50,-2.27,9.72,1.63,7.15,-0.41,11.81,-1.69,-18.81,4.16,-28.51
-1.32,-0.94,10.50,-0.18,6.64,-19.51,5.49,-2.09,44.51,2.86,-75.38
0.22,-0.38,8.64,1.40,9.77,4.65,10.50,-2.43,-48.89,1.04,12.43
0.34,-0.22,10.63,-1.72,9.71,0.95,9.64,-1.78,16.93,1.30,19.34
0.02,-0.04,9.21,-0.36,9.41,-0.33,11.79,-0.81,9.40,2.86,1.30
0.27,-0.03,10.60,-0.41,9.40,1.98,9.37,-1.32,-5.01,4.68,15.51
0.76,-1.01,10.98,0.91,13.28,18.55,15.47,-2.04,-21.94,5.20,43.61
-0.26,-1.29,11.54,1.70,9.31,0.53,8.87,-2.27,-11.91,4.94,-14.84
0.13,-0.37,7.41,-2.93,8.03,-3.01,9.39,-3.02,-6.27,3.12,7.38
1.09,-2.46,9.79,-2.62,9.43,12.99,12.47,-3.23,10.03,1.04,62.27
0.50,-1.03,6.28,-2.63,8.19,1.34,8.85,-1.85,18.18,-0.26,28.56
-0.10,-0.64,8.94,-2.75,10.87,-4.43,10.57,-1.41,22.57,-0.52,-5.76
-0.03,-2.38,9.57,-1.83,10.05,-1.80,9.62,-0.42,10.03,0.78,-1.55
0.04,-1.73,10.14,-0.87,9.82,-0.17,9.88,-0.06,-1.25,1.30,2.27
-0.13,-1.53,9.81,-0.71,9.72,-1.63,9.39,-0.03,0.00,1.04,-7.44
-0.06,-0.24,9.80,-0.26,9.78,-0.88,9.87,0.00,0.00,0.00,-3.56
-0.00,-0.32,9.69,-0.13,9.78,-0.10,9.83,0.06,3.76,-0.78,-0.24
-0.13,-0.97,9.38,-0.33,9.63,-1.32,9.54,0.08,2.51,-2.08,-7.35
0.01,0.10,9.22,-1.68,11.06,-1.96,10.46,0.26,5.64,-3.64,0.66
-0.13,0.02,10.22,-1.45,9.32,-3.23,8.93,0.81,16.93,-4.68,-7.35
0.02,-0.11,11.23,-0.60,13.02,-0.34,9.90,1.75,17.55,-3.12,1.28
0.38,-1.26,8.62,-0.07,8.70,3.87,8.72,1.64,-1.25,-1.04,21.51
0.01,-0.64,10.06,2.23,10.32,3.03,9.33,1.72,-16.30,-1.30,0.42
0.02,-0.26,9.88,0.47,9.44,0.93,9.48,1.18,-3.76,-3.64,1.00
-0.05,0.39,9.78,-1.90,11.04,-2.95,9.99,0.68,3.13,-5.72,-3.00
-0.59,1.93,11.01,-4.57,10.78,-19.61,8.40,2.18,17.55,-5.72,-33.69
-0.50,0.37,8.09,0.89,6.51,-4.35,13.17,2.70,15.04,-3.64,-28.71
0.99,0.17,9.70,0.17,8.77,18.87,11.78,2.78,2.51,-0.78,56.89
0.44,-2.08,10.21,3.40,10.69,13.63,10.78,2.59,-33.85,-0.52,25.08
-0.32,0.33,9.25,1.40,9.66,-1.44,10.23,1.02,-18.81,-2.34,-18.46
-0.56,0.79,10.13,0.43,9.22,-5.72,9.77,1.23,4.39,-4.16,-32.21
0.53,1.16,11.78,-2.31,10.66,2.00,10.10,1.62,15.67,-4.68,30.57
0.76,0.30,8.32,0.28,11.47,16.38,16.64,1.85,11.91,-3.64,43.33
-0.83,0.34,13.07,1.41,11.66,-11.67,14.69,2.68,-3.76,-1.04,-47.71
0.08,2.00,10.71,2.43,10.42,3.35,9.99,1.64,-10.03,1.30,4.45
-0.04,0.84,9.94,4.08,9.60,5.48,10.94,0.80,-32.60,1.56,-2.56
-0.05,0.28,9.89,0.15,9.90,-0.41,10.11,-0.14,-14.42,0.00,-2.93
-0.08,-0.22,10.48,-0.55,9.84,-1.44,9.55,-0.18,9.40,-0.52,-4.61
-0.04,-0.27,9.50,-0.25,9.63,-0.58,9.47,0.01,-1.88,-0.52,-2.07
-0.02,-0.25,9.77,-0.04,9.86,-0.15,9.71,0.00,-0.63,-1.04,-1.09
-0.53,-0.36,9.95,-0.08,9.67,-5.28,9.00,0.02,0.00,-1.82,-30.52
0.02,-0.26,10.59,0.34,10.54,0.87,11.63,0.14,6.90,-2.60,1.18
0.02,-0.79,10.28,0.06,9.74,0.58,9.52,0.46,0.00,-2.34,1.23
-0.65,0.13,9.63,-0.57,8.78,-8.52,9.14,ovf,nan,-1.56,-37.37
-0.32,-0.48,10.66,-0.23,9.59,-3.39,9.62,0.36,-0.63,-1.04,-18.56
-0.02,-0.31,10.18,-0.20,10.29,-0.37,10.42,0.71,-6.90,-1.30,-1.19
-0.18,-1.16,9.30,1.68,9.66,0.87,9.35,0.53,-0.63,-2.86,-10.28
-0.01,0.20,10.41,-0.83,9.09,-1.70,10.83,0.70,4.39,-3.64,-0.85
0.03,6.15,8.91,-0.69,10.92,-2.66,10.66,1.36,14.42,-2.60,1.45
-0.12,0.20,8.13,-1.34,10.10,-3.61,11.92,1.14,3.13,1.30,-6.79
-0.01,2.44,10.08,4.40,10.76,4.51,9.86,0.70,-38.86,4.68,-0.39
-0.14,-1.06,10.91,2.32,9.96,2.32,10.42,-0.39,-17.55,4.42,-7.88
-1.15,-0.07,11.23,1.49,8.48,-7.94,6.64,-1.72,-23.82,2.86,-65.65
-0.42,0.40,10.72,0.65,9.85,-2.78,7.81,-2.13,-55.79,0.52,-24.05
0.44,0.39,10.60,-2.40,8.83,0.43,10.23,-1.51,20.06,-0.52,25.19
-0.10,0.06,10.07,-1.64,10.42,-2.97,9.29,-0.53,18.81,1.04,-5.62
0.02,-0.10,10.07,-0.17,9.85,0.02,10.27,-0.07,-1.88,3.38,1.21
-0.03,-0.40,11.59,0.05,11.68,-0.10,11.34,0.02,-16.93,5.20,-1.59
0.09,-1.66,11.56,0.90,10.58,2.77,10.09,-1.41,-18.18,5.20,5.10
0.51,-1.33,7.73,0.30,9.33,5.96,8.78,-2.60,-21.31,2.60,28.94
0.71,0.31,12.25,0.10,8.02,5.80,6.71,-2.04,13.16,1.30,40.70
0.16,-0.04,10.75,-1.32,11.40,0.03,10.28,-1.95,14.42,1.30,8.95
0.23,-0.03,10.18,-1.53,8.94,-0.13,10.12,-0.90,11.28,2.60,13.09
-0.03,-0.72,9.68,0.55,9.99,0.71,10.76,-1.46,-0.63,4.42,-1.99
-0.57,-0.86,9.38,0.48,9.74,-4.59,8.96,-1.92,-18.81,5.20,-32.76
0.13,-0.79,11.10,-0.25,10.17,1.50,11.56,-2.27,-15.04,3.38,7.65
1.50,1.19,10.32,-2.78,9.86,17.35,9.10,-2.51,62.69,4.42,86.05
